period,product_name,total_cost,avg_quarterly,avg_diff,avg_change,sale_performance
2011-Q3,Pink Yellow Patch Cushion Cover,73.2,60.31,12.89,Above Avg,Decreased
2011-Q1,Pink/Amethyst/Gold Necklace,27.8,17.44,10.37,Above Avg,First quarter
2011-Q2,Pink/Amethyst/Gold Necklace,7.07,17.44,-10.37,Below Avg,Decreased
2010-Q4,Pink/Blue Disc/Mirror String,4.98,56.36,-51.38,Below Avg,First quarter
2011-Q1,Pink/Blue Disc/Mirror String,16.3,56.36,-40.06,Below Avg,Increased
2011-Q2,Pink/Blue Disc/Mirror String,196.37,56.36,140.01,Above Avg,Increased
2011-Q3,Pink/Blue Disc/Mirror String,7.8,56.36,-48.56,Below Avg,Decreased
2011-Q1,Pink/Purple Circle Curtain,18.6,28.26,-9.66,Below Avg,First quarter
2011-Q3,Pink/Purple Circle Curtain,37.92,28.26,9.66,Above Avg,Increased
2010-Q4,Pink/White Glass Demi Choker,15,15,0,Avg,First quarter
2010-Q4,Pink/White Keep Clean Bullet Bin,5.9,56.79,-50.89,Below Avg,First quarter
2011-Q1,Pink/White Keep Clean Bullet Bin,60.97,56.79,4.18,Above Avg,Increased
2011-Q2,Pink/White Keep Clean Bullet Bin,58.56,56.79,1.77,Above Avg,Decreased
2011-Q3,Pink/White Keep Clean Bullet Bin,96.8,56.79,40.01,Above Avg,Increased
2011-Q4,Pink/White Keep Clean Bullet Bin,61.73,56.79,4.94,Above Avg,Decreased
2010-Q4,Pizza Plate In Box,366.51,415.36,-48.85,Below Avg,First quarter
2011-Q1,Pizza Plate In Box,164.8,415.36,-250.56,Below Avg,Decreased
2011-Q2,Pizza Plate In Box,97.38,415.36,-317.98,Below Avg,Decreased
2011-Q3,Pizza Plate In Box,256.33,415.36,-159.03,Below Avg,Increased
2011-Q4,Pizza Plate In Box,1191.79,415.36,776.43,Above Avg,Increased
2010-Q4,Place Setting White Heart,195.41,1206.1,-1010.69,Below Avg,First quarter
2011-Q1,Place Setting White Heart,1470.45,1206.1,264.35,Above Avg,Increased
2011-Q2,Place Setting White Heart,1932.75,1206.1,726.65,Above Avg,Increased
2011-Q3,Place Setting White Heart,1732.37,1206.1,526.27,Above Avg,Decreased
2011-Q4,Place Setting White Heart,699.51,1206.1,-506.59,Below Avg,Decreased
2010-Q4,Place Setting White Star,79.18,210.28,-131.1,Below Avg,First quarter
2011-Q1,Place Setting White Star,133.13,210.28,-77.15,Below Avg,Increased
2011-Q2,Place Setting White Star,120.96,210.28,-89.32,Below Avg,Decreased
2011-Q3,Place Setting White Star,169.6,210.28,-40.68,Below Avg,Increased
2011-Q4,Place Setting White Star,548.53,210.28,338.25,Above Avg,Increased
2010-Q4,Plasmatronic Lamp,96.6,73.99,22.61,Above Avg,First quarter
2011-Q1,Plasmatronic Lamp,74.7,73.99,0.71,Above Avg,Decreased
2011-Q2,Plasmatronic Lamp,-51,73.99,-124.99,Below Avg,Decreased
2011-Q3,Plasmatronic Lamp,100.11,73.99,26.12,Above Avg,Increased
2011-Q4,Plasmatronic Lamp,149.54,73.99,75.55,Above Avg,Increased
2010-Q4,Plasters In Tin Circus Parade,687.05,2002.47,-1315.42,Below Avg,First quarter
2011-Q1,Plasters In Tin Circus Parade,2663.82,2002.47,661.35,Above Avg,Increased
2011-Q2,Plasters In Tin Circus Parade,1800.68,2002.47,-201.79,Below Avg,Decreased
2011-Q3,Plasters In Tin Circus Parade,2379.39,2002.47,376.92,Above Avg,Increased
2011-Q4,Plasters In Tin Circus Parade,2481.42,2002.47,478.95,Above Avg,Increased
2010-Q4,Plasters In Tin Skulls,622.65,1398.7,-776.05,Below Avg,First quarter
2011-Q1,Plasters In Tin Skulls,1124.81,1398.7,-273.89,Below Avg,Increased
2011-Q2,Plasters In Tin Skulls,1142.81,1398.7,-255.89,Below Avg,Increased
2011-Q3,Plasters In Tin Skulls,1793.44,1398.7,394.74,Above Avg,Increased
2011-Q4,Plasters In Tin Skulls,2309.81,1398.7,911.11,Above Avg,Increased
2010-Q4,Plasters In Tin Spaceboy,800.7,2722.73,-1922.03,Below Avg,First quarter
2011-Q1,Plasters In Tin Spaceboy,3683.9,2722.73,961.17,Above Avg,Increased
2011-Q2,Plasters In Tin Spaceboy,1966.35,2722.73,-756.38,Below Avg,Decreased
2011-Q3,Plasters In Tin Spaceboy,3020.66,2722.73,297.93,Above Avg,Increased
2011-Q4,Plasters In Tin Spaceboy,4142.05,2722.73,1419.32,Above Avg,Increased
2010-Q4,Plasters In Tin Strongman,1059.18,1973.32,-914.14,Below Avg,First quarter
2011-Q1,Plasters In Tin Strongman,2356.95,1973.32,383.63,Above Avg,Increased
2011-Q2,Plasters In Tin Strongman,2049.31,1973.32,75.99,Above Avg,Decreased
2011-Q3,Plasters In Tin Strongman,2119.14,1973.32,145.82,Above Avg,Increased
2011-Q4,Plasters In Tin Strongman,2282,1973.32,308.68,Above Avg,Increased
2010-Q4,Plasters In Tin Vintage Paisley,594.21,1547.5,-953.29,Below Avg,First quarter
2011-Q1,Plasters In Tin Vintage Paisley,2098.27,1547.5,550.77,Above Avg,Increased
2011-Q2,Plasters In Tin Vintage Paisley,1247.89,1547.5,-299.61,Below Avg,Decreased
2011-Q3,Plasters In Tin Vintage Paisley,1717.57,1547.5,170.07,Above Avg,Increased
2011-Q4,Plasters In Tin Vintage Paisley,2079.55,1547.5,532.05,Above Avg,Increased
2010-Q4,Plasters In Tin Woodland Animals,737.63,2664,-1926.37,Below Avg,First quarter
2011-Q1,Plasters In Tin Woodland Animals,3006.68,2664,342.68,Above Avg,Increased
2011-Q2,Plasters In Tin Woodland Animals,2431.58,2664,-232.42,Below Avg,Decreased
2011-Q3,Plasters In Tin Woodland Animals,3042.52,2664,378.52,Above Avg,Increased
2011-Q4,Plasters In Tin Woodland Animals,4101.61,2664,1437.61,Above Avg,Increased
2011-Q3,Playing Cards I Love London,177.5,825.65,-648.15,Below Avg,First quarter
2011-Q4,Playing Cards I Love London,1473.79,825.65,648.15,Above Avg,Increased
2011-Q3,Playing Cards Jubilee Union Jack,411.25,1424.45,-1013.2,Below Avg,First quarter
2011-Q4,Playing Cards Jubilee Union Jack,2437.64,1424.45,1013.2,Above Avg,Increased
2011-Q3,Playing Cards Keep Calm & Carry On,925.25,2429.03,-1503.78,Below Avg,First quarter
2011-Q4,Playing Cards Keep Calm & Carry On,3932.8,2429.03,1503.78,Above Avg,Increased
2011-Q3,Playing Cards Vintage Doily,124.96,455.71,-330.75,Below Avg,First quarter
2011-Q4,Playing Cards Vintage Doily,786.45,455.71,330.75,Above Avg,Increased
2010-Q4,Please One Person Metal Sign,2403.74,5011.16,-2607.42,Below Avg,First quarter
2011-Q1,Please One Person Metal Sign,5407.23,5011.16,396.07,Above Avg,Increased
2011-Q2,Please One Person Metal Sign,3815.31,5011.16,-1195.85,Below Avg,Decreased
2011-Q3,Please One Person Metal Sign,5515.17,5011.16,504.01,Above Avg,Increased
2011-Q4,Please One Person Metal Sign,7914.33,5011.16,2903.17,Above Avg,Increased
2010-Q4,Pocket Bag Blue Paisley Red Spot,33.99,200.43,-166.44,Below Avg,First quarter
2011-Q1,Pocket Bag Blue Paisley Red Spot,213.92,200.43,13.49,Above Avg,Increased
2011-Q2,Pocket Bag Blue Paisley Red Spot,289.9,200.43,89.47,Above Avg,Increased
2011-Q3,Pocket Bag Blue Paisley Red Spot,162.59,200.43,-37.84,Below Avg,Decreased
2011-Q4,Pocket Bag Blue Paisley Red Spot,301.75,200.43,101.32,Above Avg,Increased
2010-Q4,Pocket Bag Pink Paisely Brown Spot,9.7,101.92,-92.22,Below Avg,First quarter
2011-Q1,Pocket Bag Pink Paisely Brown Spot,163.79,101.92,61.87,Above Avg,Increased
2011-Q2,Pocket Bag Pink Paisely Brown Spot,144.81,101.92,42.89,Above Avg,Decreased
2011-Q3,Pocket Bag Pink Paisely Brown Spot,84.63,101.92,-17.29,Below Avg,Decreased
2011-Q4,Pocket Bag Pink Paisely Brown Spot,106.66,101.92,4.74,Above Avg,Increased
2011-Q1,Pocket Mirror Glamorous,6.25,6.25,0,Avg,First quarter
2010-Q4,Pocket Mirror Woodland,1.25,20.14,-18.89,Below Avg,First quarter
2011-Q2,Pocket Mirror Woodland,37.35,20.14,17.21,Above Avg,Increased
2011-Q3,Pocket Mirror Woodland,33.2,20.14,13.06,Above Avg,Decreased
2011-Q4,Pocket Mirror Woodland,8.75,20.14,-11.39,Below Avg,Decreased
2010-Q4,Polka Dot Raffia Food Cover,52.5,215.56,-163.06,Below Avg,First quarter
2011-Q1,Polka Dot Raffia Food Cover,142.5,215.56,-73.06,Below Avg,Increased
2011-Q2,Polka Dot Raffia Food Cover,477.2,215.56,261.64,Above Avg,Increased
2011-Q3,Polka Dot Raffia Food Cover,345.62,215.56,130.06,Above Avg,Decreased
2011-Q4,Polka Dot Raffia Food Cover,60,215.56,-155.56,Below Avg,Decreased
2010-Q4,Polkadot Coffee Cup & Saucer Pink,71.24,360.83,-289.59,Below Avg,First quarter
2011-Q1,Polkadot Coffee Cup & Saucer Pink,361.18,360.83,0.35,Above Avg,Increased
2011-Q2,Polkadot Coffee Cup & Saucer Pink,701.91,360.83,341.08,Above Avg,Increased
2011-Q3,Polkadot Coffee Cup & Saucer Pink,309,360.83,-51.83,Below Avg,Decreased
2010-Q4,Polkadot Mug Pink,66.6,41.1,25.5,Above Avg,First quarter
2011-Q1,Polkadot Mug Pink,56.7,41.1,15.6,Above Avg,Decreased
2011-Q3,Polkadot Mug Pink,0,41.1,-41.1,Below Avg,Decreased
2010-Q4,Polkadot Pen,514.24,1448.41,-934.17,Below Avg,First quarter
2011-Q1,Polkadot Pen,2092.77,1448.41,644.37,Above Avg,Increased
2011-Q2,Polkadot Pen,2069.39,1448.41,620.99,Above Avg,Decreased
2011-Q3,Polkadot Pen,1117.22,1448.41,-331.19,Below Avg,Decreased
2010-Q4,Polkadot Rain Hat,187.61,181.55,6.06,Above Avg,First quarter
2011-Q1,Polkadot Rain Hat,163.49,181.55,-18.06,Below Avg,Decreased
2011-Q2,Polkadot Rain Hat,178.61,181.55,-2.94,Below Avg,Increased
2011-Q3,Polkadot Rain Hat,204.9,181.55,23.35,Above Avg,Increased
2011-Q4,Polkadot Rain Hat,173.14,181.55,-8.41,Below Avg,Decreased
2010-Q4,Polyester Filler Pad,164.45,826.6,-662.15,Below Avg,First quarter
2011-Q1,Polyester Filler Pad,481.8,826.6,-344.8,Below Avg,Increased
2011-Q2,Polyester Filler Pad,1212.95,826.6,386.35,Above Avg,Increased
2011-Q3,Polyester Filler Pad,997.55,826.6,170.95,Above Avg,Decreased
2011-Q4,Polyester Filler Pad,1276.25,826.6,449.65,Above Avg,Increased
2011-Q2,Polyester Filler Pad 60X40Cm,5.1,5.1,0,Avg,First quarter
2010-Q4,Pompom Curtain,126.27,430.39,-304.12,Below Avg,First quarter
2011-Q1,Pompom Curtain,831.75,430.39,401.36,Above Avg,Increased
2011-Q2,Pompom Curtain,445.02,430.39,14.63,Above Avg,Decreased
2011-Q3,Pompom Curtain,455.91,430.39,25.52,Above Avg,Increased
2011-Q4,Pompom Curtain,293,430.39,-137.39,Below Avg,Decreased
2011-Q2,Pop Art Push Down Rubber,11.76,11.76,0,Avg,First quarter
2010-Q4,Popart Rect Pencil Sharpener Asst,0.84,31.89,-31.05,Below Avg,First quarter
2011-Q2,Popart Rect Pencil Sharpener Asst,12.96,31.89,-18.93,Below Avg,Increased
2011-Q3,Popart Rect Pencil Sharpener Asst,52.32,31.89,20.43,Above Avg,Increased
2011-Q4,Popart Rect Pencil Sharpener Asst,61.44,31.89,29.55,Above Avg,Increased
2010-Q4,Popart Wooden Pencils Asst,12,76,-64,Below Avg,First quarter
2011-Q1,Popart Wooden Pencils Asst,24,76,-52,Below Avg,Increased
2011-Q2,Popart Wooden Pencils Asst,48,76,-28,Below Avg,Increased
2011-Q3,Popart Wooden Pencils Asst,180,76,104,Above Avg,Increased
2011-Q4,Popart Wooden Pencils Asst,116,76,40,Above Avg,Decreased
2011-Q2,Poppy Fields Chopping Board,0,165.43,-165.43,Below Avg,First quarter
2011-Q3,Poppy Fields Chopping Board,9.9,165.43,-155.53,Below Avg,Increased
2011-Q4,Poppy Fields Chopping Board,486.38,165.43,320.95,Above Avg,Increased
2010-Q4,Poppy'S Playhouse Bathroom,138.62,414.07,-275.45,Below Avg,First quarter
2011-Q1,Poppy'S Playhouse Bathroom,655.65,414.07,241.58,Above Avg,Increased
2011-Q2,Poppy'S Playhouse Bathroom,472.27,414.07,58.2,Above Avg,Decreased
2011-Q3,Poppy'S Playhouse Bathroom,343.07,414.07,-71,Below Avg,Decreased
2011-Q4,Poppy'S Playhouse Bathroom,460.74,414.07,46.67,Above Avg,Increased
2010-Q4,Poppy'S Playhouse Bedroom,419.37,927.32,-507.95,Below Avg,First quarter
2011-Q1,Poppy'S Playhouse Bedroom,1239.39,927.32,312.07,Above Avg,Increased
2011-Q2,Poppy'S Playhouse Bedroom,802.72,927.32,-124.6,Below Avg,Decreased
2011-Q3,Poppy'S Playhouse Bedroom,918.45,927.32,-8.87,Below Avg,Increased
2011-Q4,Poppy'S Playhouse Bedroom,1256.66,927.32,329.34,Above Avg,Increased
2010-Q4,Poppy'S Playhouse Kitchen,443.36,969.45,-526.09,Below Avg,First quarter
2011-Q1,Poppy'S Playhouse Kitchen,1460.72,969.45,491.27,Above Avg,Increased
2011-Q2,Poppy'S Playhouse Kitchen,722.94,969.45,-246.51,Below Avg,Decreased
2011-Q3,Poppy'S Playhouse Kitchen,843.29,969.45,-126.16,Below Avg,Increased
2011-Q4,Poppy'S Playhouse Kitchen,1376.92,969.45,407.47,Above Avg,Increased
2010-Q4,Poppy'S Playhouse Livingroom,324.37,642.69,-318.32,Below Avg,First quarter
2011-Q1,Poppy'S Playhouse Livingroom,979.42,642.69,336.73,Above Avg,Increased
2011-Q2,Poppy'S Playhouse Livingroom,590.99,642.69,-51.7,Below Avg,Decreased
2011-Q3,Poppy'S Playhouse Livingroom,549.43,642.69,-93.26,Below Avg,Decreased
2011-Q4,Poppy'S Playhouse Livingroom,769.23,642.69,126.54,Above Avg,Increased
2010-Q4,Porcelain Budah Incense Holder,8.7,31.61,-22.91,Below Avg,First quarter
2011-Q1,Porcelain Budah Incense Holder,36.8,31.61,5.19,Above Avg,Increased
2011-Q2,Porcelain Budah Incense Holder,37.42,31.61,5.81,Above Avg,Increased
2011-Q3,Porcelain Budah Incense Holder,25.91,31.61,-5.7,Below Avg,Decreased
2011-Q4,Porcelain Budah Incense Holder,49.23,31.61,17.62,Above Avg,Increased
2010-Q4,Porcelain Hanging Bell Small,-1.45,-1.45,0,Avg,First quarter
2010-Q4,Porcelain Rose Large,33.75,116.14,-82.39,Below Avg,First quarter
2011-Q1,Porcelain Rose Large,282.18,116.14,166.04,Above Avg,Increased
2011-Q2,Porcelain Rose Large,32.5,116.14,-83.64,Below Avg,Decreased
2010-Q4,Porcelain Rose Small,51.81,258.32,-206.51,Below Avg,First quarter
2011-Q1,Porcelain Rose Small,439.49,258.32,181.17,Above Avg,Increased
2011-Q2,Porcelain Rose Small,85.78,258.32,-172.54,Below Avg,Decreased
2011-Q3,Porcelain Rose Small,336.23,258.32,77.91,Above Avg,Increased
2011-Q4,Porcelain Rose Small,378.29,258.32,119.97,Above Avg,Increased
2010-Q4,Porcelain T-Light Holders Assorted,181.58,228.05,-46.47,Below Avg,First quarter
2011-Q1,Porcelain T-Light Holders Assorted,71.98,228.05,-156.07,Below Avg,Decreased
2011-Q2,Porcelain T-Light Holders Assorted,45.77,228.05,-182.28,Below Avg,Decreased
2011-Q3,Porcelain T-Light Holders Assorted,320.93,228.05,92.88,Above Avg,Increased
2011-Q4,Porcelain T-Light Holders Assorted,520.01,228.05,291.96,Above Avg,Increased
2010-Q4,Postage,4680,13599.93,-8919.93,Below Avg,First quarter
2011-Q1,Postage,13324.83,13599.93,-275.1,Below Avg,Increased
2011-Q2,Postage,13777.34,13599.93,177.41,Above Avg,Increased
2011-Q3,Postage,16168.57,13599.93,2568.64,Above Avg,Increased
2011-Q4,Postage,20048.9,13599.93,6448.97,Above Avg,Increased
2011-Q3,Poste France Cushion Cover,573.36,938.83,-365.47,Below Avg,First quarter
2011-Q4,Poste France Cushion Cover,1304.29,938.83,365.47,Above Avg,Increased
2010-Q4,Posy Candy Bag,1.25,36.65,-35.4,Below Avg,First quarter
2011-Q1,Posy Candy Bag,6.25,36.65,-30.4,Below Avg,Increased
2011-Q2,Posy Candy Bag,102.46,36.65,65.81,Above Avg,Increased
2010-Q4,Pottering In The Shed Metal Sign,439.76,1881.15,-1441.39,Below Avg,First quarter
2011-Q1,Pottering In The Shed Metal Sign,1187.7,1881.15,-693.45,Below Avg,Increased
2011-Q2,Pottering In The Shed Metal Sign,1761.23,1881.15,-119.92,Below Avg,Increased
2011-Q3,Pottering In The Shed Metal Sign,2915.25,1881.15,1034.1,Above Avg,Increased
2011-Q4,Pottering In The Shed Metal Sign,3101.82,1881.15,1220.67,Above Avg,Increased
2010-Q4,Pottering Mug,489.29,953.29,-464,Below Avg,First quarter
2011-Q1,Pottering Mug,1246.38,953.29,293.09,Above Avg,Increased
2011-Q2,Pottering Mug,648.79,953.29,-304.5,Below Avg,Decreased
2011-Q3,Pottering Mug,1331.3,953.29,378.01,Above Avg,Increased
2011-Q4,Pottering Mug,1050.7,953.29,97.41,Above Avg,Decreased
2011-Q1,Potting Shed Candle Citronella,1115.19,634.1,481.1,Above Avg,First quarter
2011-Q2,Potting Shed Candle Citronella,153,634.1,-481.1,Below Avg,Decreased
2011-Q1,Potting Shed Rose Candle,1352.11,770.56,581.56,Above Avg,First quarter
2011-Q2,Potting Shed Rose Candle,189,770.56,-581.56,Below Avg,Decreased
2010-Q4,Potting Shed Seed Envelopes,81.48,180.42,-98.94,Below Avg,First quarter
2011-Q1,Potting Shed Seed Envelopes,234.32,180.42,53.9,Above Avg,Increased
2011-Q2,Potting Shed Seed Envelopes,263.68,180.42,83.26,Above Avg,Increased
2011-Q3,Potting Shed Seed Envelopes,130.65,180.42,-49.77,Below Avg,Decreased
2011-Q4,Potting Shed Seed Envelopes,191.95,180.42,11.53,Above Avg,Increased
2010-Q4,Potting Shed Sow 'N' Grow Set,12.72,12.72,0,Avg,First quarter
2010-Q4,Potting Shed Tea Mug,416.95,632.07,-215.12,Below Avg,First quarter
2011-Q1,Potting Shed Tea Mug,1019.63,632.07,387.56,Above Avg,Increased
2011-Q2,Potting Shed Tea Mug,1066.66,632.07,434.59,Above Avg,Increased
2011-Q3,Potting Shed Tea Mug,380.14,632.07,-251.93,Below Avg,Decreased
2011-Q4,Potting Shed Tea Mug,276.96,632.07,-355.11,Below Avg,Decreased
2010-Q4,Potting Shed Twine,54.44,452.61,-398.17,Below Avg,First quarter
2011-Q1,Potting Shed Twine,1312.23,452.61,859.62,Above Avg,Increased
2011-Q2,Potting Shed Twine,732.85,452.61,280.24,Above Avg,Decreased
2011-Q3,Potting Shed Twine,94.36,452.61,-358.25,Below Avg,Decreased
2011-Q4,Potting Shed Twine,69.16,452.61,-383.45,Below Avg,Decreased
2011-Q3,Pretty Hanging Quilted Hearts,693.58,544.18,149.4,Above Avg,First quarter
2011-Q4,Pretty Hanging Quilted Hearts,394.78,544.18,-149.4,Below Avg,Decreased
2010-Q4,Purple Drawerknob Acrylic Edwardian,207.6,886.87,-679.27,Below Avg,First quarter
2011-Q1,Purple Drawerknob Acrylic Edwardian,984.59,886.87,97.72,Above Avg,Increased
2011-Q2,Purple Drawerknob Acrylic Edwardian,938.31,886.87,51.44,Above Avg,Decreased
2011-Q3,Purple Drawerknob Acrylic Edwardian,1242.74,886.87,355.87,Above Avg,Increased
2011-Q4,Purple Drawerknob Acrylic Edwardian,1061.13,886.87,174.26,Above Avg,Decreased
2010-Q4,Purple Frangipani Hairclip,6.66,7.72,-1.06,Below Avg,First quarter
2011-Q1,Purple Frangipani Hairclip,13.98,7.72,6.26,Above Avg,Increased
2011-Q2,Purple Frangipani Hairclip,2.52,7.72,-5.2,Below Avg,Decreased
2010-Q4,Purple Frangipani Necklace,2.54,14.53,-11.99,Below Avg,First quarter
2011-Q1,Purple Frangipani Necklace,17.48,14.53,2.95,Above Avg,Increased
2011-Q2,Purple Frangipani Necklace,2.48,14.53,-12.05,Below Avg,Decreased
2011-Q3,Purple Frangipani Necklace,35.14,14.53,20.61,Above Avg,Increased
2011-Q4,Purple Frangipani Necklace,15.02,14.53,0.49,Above Avg,Decreased
2010-Q4,Queen Of Skies Luggage Tag,20.08,58.46,-38.38,Below Avg,First quarter
2011-Q1,Queen Of Skies Luggage Tag,78.09,58.46,19.63,Above Avg,Increased
2011-Q2,Queen Of Skies Luggage Tag,91.14,58.46,32.68,Above Avg,Increased
2011-Q3,Queen Of Skies Luggage Tag,74.59,58.46,16.13,Above Avg,Decreased
2011-Q4,Queen Of Skies Luggage Tag,28.39,58.46,-30.07,Below Avg,Decreased
2010-Q4,Queen Of The Skies Holiday Purse,7.97,13.25,-5.28,Below Avg,First quarter
2011-Q1,Queen Of The Skies Holiday Purse,32.82,13.25,19.57,Above Avg,Increased
2011-Q2,Queen Of The Skies Holiday Purse,7.38,13.25,-5.87,Below Avg,Decreased
2011-Q3,Queen Of The Skies Holiday Purse,12.3,13.25,-0.95,Below Avg,Increased
2011-Q4,Queen Of The Skies Holiday Purse,5.79,13.25,-7.46,Below Avg,Decreased
2010-Q4,Queen Of The Skies Passport Cover,15.94,57.28,-41.34,Below Avg,First quarter
2011-Q1,Queen Of The Skies Passport Cover,67.43,57.28,10.15,Above Avg,Increased
2011-Q2,Queen Of The Skies Passport Cover,118.57,57.28,61.29,Above Avg,Increased
2011-Q3,Queen Of The Skies Passport Cover,52.95,57.28,-4.33,Below Avg,Decreased
2011-Q4,Queen Of The Skies Passport Cover,31.5,57.28,-25.78,Below Avg,Decreased
2010-Q4,Queens Guard Coffee Mug,292.27,1165.39,-873.12,Below Avg,First quarter
2011-Q1,Queens Guard Coffee Mug,1713.83,1165.39,548.44,Above Avg,Increased
2011-Q2,Queens Guard Coffee Mug,1867.23,1165.39,701.84,Above Avg,Increased
2011-Q3,Queens Guard Coffee Mug,1122.21,1165.39,-43.18,Below Avg,Decreased
2011-Q4,Queens Guard Coffee Mug,831.4,1165.39,-333.99,Below Avg,Decreased
2010-Q4,Rabbit Design Cotton Tote Bag,18,88.81,-70.81,Below Avg,First quarter
2011-Q1,Rabbit Design Cotton Tote Bag,123.85,88.81,35.04,Above Avg,Increased
2011-Q2,Rabbit Design Cotton Tote Bag,98.29,88.81,9.48,Above Avg,Decreased
2011-Q3,Rabbit Design Cotton Tote Bag,110.71,88.81,21.9,Above Avg,Increased
2011-Q4,Rabbit Design Cotton Tote Bag,93.22,88.81,4.41,Above Avg,Decreased
2011-Q1,Rabbit Easter,61.75,24.18,37.57,Above Avg,First quarter
2011-Q2,Rabbit Easter,8.85,24.18,-15.33,Below Avg,Decreased
2011-Q4,Rabbit Easter,1.95,24.18,-22.23,Below Avg,Decreased
2011-Q2,Rabbit Night Light,5587.72,22437.66,-16849.94,Below Avg,First quarter
2011-Q3,Rabbit Night Light,4901.94,22437.66,-17535.72,Below Avg,Decreased
2011-Q4,Rabbit Night Light,56823.33,22437.66,34385.67,Above Avg,Increased
2010-Q4,Rain Poncho,3.36,134.38,-131.02,Below Avg,First quarter
2011-Q1,Rain Poncho,265.4,134.38,131.02,Above Avg,Increased
2010-Q4,Rain Poncho Retrospot,153.62,1348.22,-1194.6,Below Avg,First quarter
2011-Q1,Rain Poncho Retrospot,340.52,1348.22,-1007.7,Below Avg,Increased
2011-Q2,Rain Poncho Retrospot,793.16,1348.22,-555.06,Below Avg,Increased
2011-Q3,Rain Poncho Retrospot,2795.24,1348.22,1447.02,Above Avg,Increased
2011-Q4,Rain Poncho Retrospot,2658.56,1348.22,1310.34,Above Avg,Decreased
2010-Q4,Rainbow Pegs Photo Clip String,12.46,37.98,-25.52,Below Avg,First quarter
2011-Q1,Rainbow Pegs Photo Clip String,66.62,37.98,28.64,Above Avg,Increased
2011-Q2,Rainbow Pegs Photo Clip String,55.59,37.98,17.61,Above Avg,Decreased
2011-Q3,Rainbow Pegs Photo Clip String,19.32,37.98,-18.66,Below Avg,Decreased
2011-Q4,Rainbow Pegs Photo Clip String,35.89,37.98,-2.09,Below Avg,Increased
2010-Q4,Rainy Ladies Birthday Card,68,203.74,-135.74,Below Avg,First quarter
2011-Q1,Rainy Ladies Birthday Card,350.15,203.74,146.41,Above Avg,Increased
2011-Q2,Rainy Ladies Birthday Card,205.4,203.74,1.66,Above Avg,Decreased
2011-Q3,Rainy Ladies Birthday Card,209.72,203.74,5.98,Above Avg,Increased
2011-Q4,Rainy Ladies Birthday Card,185.42,203.74,-18.32,Below Avg,Decreased
2010-Q4,Rasta In Bath W Spliff Ashtray,0.85,1.7,-0.85,Below Avg,First quarter
2011-Q2,Rasta In Bath W Spliff Ashtray,0.85,1.7,-0.85,Below Avg,Equal
2011-Q3,Rasta In Bath W Spliff Ashtray,1.7,1.7,0,Avg,Increased
2011-Q4,Rasta In Bath W Spliff Ashtray,3.4,1.7,1.7,Above Avg,Increased
2010-Q4,Rattle Snake Eggs,156.88,137.87,19.01,Above Avg,First quarter
2011-Q1,Rattle Snake Eggs,110.56,137.87,-27.31,Below Avg,Decreased
2011-Q2,Rattle Snake Eggs,30.33,137.87,-107.54,Below Avg,Decreased
